renderedContent,pre_processed,label_sentiment,probability_sentiment,label_emotion,probability_emotion,label_irony,probability_irony,
"@drelladuh I really like your words, you help me think, thanks for your time responding to this. I have my sister with depression and she is now a mental place with a lot of hate, she keeps on telling me dark bad things she tries to destroy my positive reality everytime it's like a fight.",really like words help think thanks time responding sister depression mental place lot hate keeps telling dark bad things tries destroy positive reality everytime like fight,negative,0.651190877,sadness,0.879592001,non_irony,0.782894909,
I hate feeling aimless when I'm dealing with depression it just emboldens my anxiety...,hate feeling aimless dealing depression emboldens anxiety,negative,0.969402194,sadness,0.968818784,non_irony,0.64647001,
My depression/anger is so mf real today. I literally hate days like this. My mental health is suffering today &amp; I legit can’t get out of it. Fuuuckkkk.,depression anger real today literally hate days like mental health suffering today amp legit cant get fuuuckkkk,negative,0.982387364,sadness,0.625299752,non_irony,0.883344054,
depression and self hate is back. my oldest and bestest friends.,depression self hate back oldest bestest friends,negative,0.579431474,sadness,0.975287259,irony,0.850207031,
"I hate having insomnia. Every 4.5 weeks my insomnia flares up as my medication that is an anti depressant and and helps me sleep runs out then I’m between cheque’s, and also find the insomnia and depression I have are much worse in the winter 🤬",hate insomnia every weeks insomnia flares medication anti depressant helps sleep runs cheques also find insomnia depression much worse winter,negative,0.704699099,sadness,0.975949049,irony,0.68233937,
"Depression sucks.

I hate not being able to function. I haven't been able to get out of bed for weeks, havent had the energy to even be able to brush my teeth or take a shower for days or weeks, and I want this deeply irrational self hatred that never ends to go away. FML",depression sucks hate able function able get bed weeks havent energy even able brush teeth take shower days weeks want deeply irrational self hatred never ends away fml,negative,0.977054656,sadness,0.871830642,non_irony,0.846864998,
I love Colorado but the way seasonal depression set up I hate being stuck in the house when it’s snowy and cold 😩 I need my walks in the sunshine to thrive ☀️,love colorado way seasonal depression set hate stuck house snowy cold need walks sunshine thrive,positive,0.604404807,sadness,0.736921787,non_irony,0.900073707,
"@TishAfterDark I was in your boat like ten years ago.  At some point my brain shifted. If my version of depression now wasn't an endless volcano of hate at every little slight that might happen but hasn't yet, I'd still be feeling what you are today.

I suppose I'd consider this an improvement.",boat like ten years ago point brain shifted version depression endless volcano hate every little slight might happen yet still feeling today suppose consider improvement,negative,0.483714283,sadness,0.950459123,non_irony,0.847870469,
ahahah.... it's fun to be in pain and be suddenly hit by a huge wave of depression. i hate my brain.,ahahah fun pain suddenly hit huge wave depression hate brain,negative,0.858381748,sadness,0.958471358,irony,0.887906671,
"I have to multiple times saying to all my friends that my condition is really unstable and bad but why they don't undestand, there's no single day this depression didn't trigger my mind. I hate to be like this. I'm so sorry for writing this here, it's just idk what to do anymore",multiple times saying friends condition really unstable bad undestand single day depression trigger mind hate like sorry writing idk anymore,negative,0.953428686,sadness,0.965233862,non_irony,0.603123367,
I hate Facebook. Why someone post saying depression is a trend now? Damn I wish I could return it and get my money back so I don’t have it next season????!,hate facebook someone post saying depression trend damn wish could return get money back dont next season,negative,0.894724071,sadness,0.76914835,non_irony,0.697351933,
"Welcome new followers. I would like to make you aware that I hate my brother and my boss. I play vidya games, draw and fangirl while dealing with crippling depression. Please look forward to my tweets. Welcome! Cake will be served on thursday. :)",welcome new followers would like make aware hate brother boss play vidya games draw fangirl dealing crippling depression please look forward tweets welcome cake served thursday,neutral,0.455125928,joy,0.519201636,non_irony,0.755552948,
I really hate being put in awkward situations!!! I have very bad anxiety and depression!!! So I’ll fight before I let something get under my skin,really hate put awkward situations bad anxiety depression ill fight let something get skin,negative,0.969594479,sadness,0.683389664,non_irony,0.906848073,
"It doesn't mean we hate 1D no but BTS feels like home still we respect 1D and we like them.
BTS had alot of effect on my life, depression to be specific that is why they are my eternal musician and artists I ADORE THEM and of course my whole family ARMYs🌸🍃 #BTSWins10s @BTS_twt",mean hate bts feels like home still respect like bts alot effect life depression specific eternal musician artists adore course whole family armys #btswins,neutral,0.526172638,joy,0.633291125,non_irony,0.521659791,
Ugh man depression is kicking my ass today I fucking hate it. I'm gonna go for a long walk try to lose myself and disappeared for a bit see you later guys.,ugh man depression kicking ass today fucking hate gonna long walk try lose disappeared bit see later guys,negative,0.973298192,sadness,0.638558269,non_irony,0.883696914,
I just be crying. Wake up and cry. Breathe and cry. Blink my eye and cry. Depression sucks. Hate when I’m here.,crying wake cry breathe cry blink eye cry depression sucks hate,negative,0.973481953,sadness,0.971340001,non_irony,0.755274177,
"My depression called Merina.
And I hate her.
Her friends are fuckers too.",depression called merina hate friends fuckers,negative,0.973095357,sadness,0.537901819,irony,0.652693868,
I hate when mfers say “i know yu got some money” like wtf does that mean YES I have a $100 lol but I ain’t got no money and none for yu either shit been baddddd all year and just because I DONT beg or look for handouts and I handle my depression and brokesession better than most,hate mfers say know got money like wtf mean yes lol aint got money none either shit baddddd year dont beg look handouts handle depression brokesession better,negative,0.889293313,anger,0.658507764,non_irony,0.885329604,
